,accel_x,accel_y,accel_z,rpm,speed_kmph,maf,map,iat,eng_load,eng_coolant_temp,fuel_level,on_time,timestamp_ms,vehicle_id,make,model,timestamp_utc
17569,,,,0,0,0,,,0,,107,2109,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:42
17649,,,,0,0,0,,,0,,106,2109,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:42
17729,,,,0,0,0,,,0,,107,2109,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:42
33182,,,,842,0,1031,,52,81,125,108,4,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:24
33189,,,,846,0,971,,51,76,126,108,5,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:24
33259,,,,1211,10,2986,,,165,,116,15,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:24
33329,,,,,35,,,,,,122,,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:24
33399,,,,1816,30,7186,,,255,,110,35,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:24
33469,,,,1512,59,4641,,,200,,123,46,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:24
33539,,,,1025,59,606,,,39,,92,56,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:25
33609,,,,1635,18,3445,,38,137,133,61,66,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:25
33679,,,,905,37,577,,,41,,85,76,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:25
33749,,,,2041,39,7739,,,245,,129,85,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:25
33819,,,,1779,71,6750,,,246,,128,95,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:25
33889,,,,1383,77,1106,,,52,,100,106,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:25
33959,,,,1028,74,1009,,,63,,96,116,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:26
34029,,,,1056,58,968,,35,61,131,106,126,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:26
34099,,,,675,12,761,,,63,,44,136,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:26
34169,,,,620,0,1277,,,107,,103,146,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:26
34239,,,,1418,42,4246,,,195,,125,156,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:26
34309,,,,1394,57,1400,,,65,,120,166,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:26
34384,,,,1129,59,1296,,,75,,110,176,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:27
34464,,,,1221,61,4838,,33,255,131,104,186,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:27
34544,,,,1492,67,5056,,,219,,101,196,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:27
34624,,,,1186,65,3979,,,226,,99,206,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:27
34704,,,,1019,68,1355,,,90,,107,216,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:27
34790,,,,1162,67,1869,,,105,,98,226,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:27
34880,,,,1036,57,789,,,51,,95,236,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:28
34972,,,,948,50,1235,,33,85,131,104,246,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:28
35072,,,,645,34,561,,,46,,58,256,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:28
35172,,,,1399,25,4356,,,204,,107,266,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:28
35272,,,,1232,37,1351,,,71,,100,275,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:28
35369,,,,1015,40,1468,,,97,,109,286,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:28
35463,,,,1303,40,2404,,,122,,98,296,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:29
35563,,,,956,40,506,,33,35,132,95,306,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:29
35663,,,,1191,48,3335,,,188,,83,316,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:29
35768,,,,1229,27,4200,,,223,,55,326,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:29
35878,,,,1101,16,3549,,,213,,46,336,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:29
35988,,,,702,8,744,,,61,,69,346,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:29
36098,,,,621,0,644,,,53,,101,356,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:30
36207,,,,588,0,642,,33,53,133,100,366,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:30
36317,,,,600,0,668,,,55,,106,376,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:30
36427,,,,610,0,674,,,56,,101,386,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:30
36537,,,,599,0,641,,,53,,101,396,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:30
36647,,,,600,0,653,,,54,,101,406,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:30
36757,,,,602,0,638,,,53,,101,416,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:31
36867,,,,606,0,647,,34,54,134,101,426,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:31
36977,,,,602,0,642,,,54,,101,436,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:31
37085,,,,602,0,629,,,52,,101,446,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:31
37185,,,,598,0,648,,,54,,101,456,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:31
37285,,,,582,0,639,,,53,,101,466,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:31
37385,,,,608,0,651,,,54,,101,476,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:32
37485,,,,590,0,637,,35,54,133,101,486,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:32
37585,,,,597,0,638,,,53,,101,496,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:32
37685,,,,600,0,654,,,55,,101,506,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:32
37785,,,,602,0,656,,,55,,101,516,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:32
37881,,,,591,0,657,,,55,,101,526,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:32
37971,,,,596,0,658,,,55,,101,536,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:33
38062,,,,601,0,656,,37,56,134,101,546,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:33
38162,,,,593,0,654,,,55,,101,556,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:33
38262,,,,596,0,659,,,55,,101,566,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:33
38362,,,,602,0,671,,,56,,101,576,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:33
38466,,,,604,0,677,,,57,,101,586,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:33
38576,,,,591,0,657,,,55,,101,596,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:34
38686,,,,589,0,668,,38,57,134,101,606,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:34
38796,,,,603,0,665,,,56,,101,616,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:34
38906,,,,603,0,653,,,55,,101,626,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:34
39016,,,,599,0,659,,,55,,101,636,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:34
39126,,,,598,0,669,,,56,,101,646,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:34
39236,,,,598,0,678,,,57,,101,656,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:35
39352,,,,605,0,687,,40,57,134,101,666,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:35
39472,,,,601,0,688,,,58,,101,676,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:35
39592,,,,601,0,683,,,57,,101,686,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:35
39712,,,,602,0,688,,,58,,101,696,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:35
39832,,,,608,0,684,,,58,,101,706,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:35
39952,,,,601,0,696,,,58,,101,716,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:36
40065,,,,603,0,687,,42,58,134,101,726,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:36
40175,,,,600,0,681,,,57,,101,736,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:36
40285,,,,598,0,691,,,58,,101,746,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:36
40395,,,,601,0,659,,,56,,101,756,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:36
40505,,,,599,0,698,,,59,,101,766,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:36
40615,,,,596,0,708,,,60,,101,776,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:37
40725,,,,1163,9,2846,,44,165,134,86,786,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:37
40835,,,,647,15,700,,,59,,81,796,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:37
40945,,,,990,31,1128,,,75,,105,806,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:37
41056,,,,1797,18,6651,,,241,,104,816,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:37
41177,,,,773,22,662,,,54,,31,826,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:37
41288,,,,2859,32,10520,,,238,,75,835,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:38
41397,,,,1767,58,6439,,43,238,131,105,846,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:38
41509,,,,996,58,749,,,51,,92,856,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:38
41629,,,,779,45,4075,,,255,,63,866,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:38
41749,,,,1472,43,4849,,,217,,72,876,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:38
41869,,,,527,0,746,,,63,,67,886,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:38
41989,,,,544,0,745,,,63,,101,896,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:39
42115,,,,528,0,790,,43,66,133,104,906,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:39
42245,,,,2016,21,7259,,,234,,75,916,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:39
42375,,,,,37,,,,,,89,,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:39
42505,,,,1053,33,824,,,51,,92,936,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:39
42635,,,,1182,44,3640,,,205,,114,946,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:39
42765,,,,744,32,558,,,46,,42,956,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:40
42887,,,,1665,18,4013,,41,156,132,62,966,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:40
43007,,,,1138,35,3712,,,218,,84,976,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:40
43127,,,,753,14,774,,,63,,35,986,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:40
43245,,,,993,4,1654,,,112,,107,996,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:40
43355,,,,1472,29,1121,,,48,,80,1006,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:40
43465,,,,1191,35,1582,,,89,,107,1016,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:41
43575,,,,1138,43,3663,,38,217,132,107,1026,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:41
43685,,,,982,41,488,,,33,,92,1036,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:41
43795,,,,1010,42,948,,,63,,103,1046,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:41
43898,,,,1112,46,759,,,44,,104,1056,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:41
43998,,,,1044,43,614,,,40,,91,1066,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:41
44098,,,,1164,47,790,,,45,,105,1076,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:42
44198,,,,1356,55,3219,,36,158,131,107,1086,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:42
44298,,,,794,46,603,,,49,,80,1096,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:42
44398,,,,1245,50,1042,,,55,,93,1106,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:42
44497,,,,1482,43,5504,,,247,,106,1116,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:42
44597,,,,1648,61,5975,,,233,,111,1126,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:42
44697,,,,1338,66,4979,,,241,,102,1136,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:43
44797,,,,1349,67,4066,,33,196,132,99,1146,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:43
44897,,,,1277,74,1823,,,91,,103,1156,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:43
44997,,,,982,70,714,,,48,,90,1166,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:43
45097,,,,1079,61,510,,,31,,76,1176,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:43
45197,,,,1070,60,523,,,32,,87,1186,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:43
45297,,,,1121,64,505,,,29,,95,1196,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:44
45397,,,,1261,65,895,,34,46,129,93,1206,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:44
45497,,,,1231,66,1072,,,53,,95,1216,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:44
45597,,,,921,66,584,,,41,,89,1226,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:44
45697,,,,760,15,635,,,51,,43,1236,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:44
45797,,,,530,1,614,,,52,,95,1246,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:44
45897,,,,524,0,609,,,51,,105,1256,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:45
45997,,,,1372,38,4301,,32,201,132,123,1266,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:45
46097,,,,1035,59,572,,,36,,102,1276,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:45
46197,,,,859,53,604,,,45,,92,1286,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:45
46296,,,,1032,53,1053,,,67,,90,1296,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:45
46396,,,,1391,55,1477,,,69,,112,1306,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:45
46496,,,,1539,53,5443,,,228,,113,1316,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:46
46596,,,,1670,62,6272,,30,241,131,107,1326,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:46
46696,,,,1278,71,2887,,,155,,99,1336,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:46
46795,,,,1107,79,674,,,40,,88,1346,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:46
46895,,,,1298,70,4531,,,228,,113,1356,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:46
46995,,,,1387,76,1355,,,63,,105,1366,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:46
47095,,,,966,68,609,,,41,,93,1376,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:47
47195,,,,1418,62,3836,,30,172,131,102,1386,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:47
47295,,,,1600,66,5906,,,235,,109,1396,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:47
47395,,,,725,45,575,,,48,,70,1406,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:47
47495,,,,1995,49,7600,,,244,,110,1416,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:47
47595,,,,1961,79,7223,,,236,,118,1426,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:47
47695,,,,1407,93,1894,,,86,,109,1436,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:48
47795,,,,907,65,521,,29,38,131,42,1446,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:48
47895,,,,568,3,742,,,61,,21,1456,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:48
47995,,,,2154,23,6817,,,199,,96,1466,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:48
48095,,,,1802,72,6488,,,228,,134,1476,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:48
48194,,,,1579,86,4365,,,178,,108,1486,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:48
48294,,,,1715,93,4860,,,182,,105,1496,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:49
48394,,,,1418,95,1915,,28,86,132,94,1506,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:49
48494,,,,1356,93,1414,,,67,,96,1516,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:49
48594,,,,1263,87,961,,,50,,89,1526,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:49
48694,,,,1131,82,502,,,28,,77,1536,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:49
48794,,,,1348,85,4191,,,203,,94,1546,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:49
48894,,,,1338,88,1630,,,79,,94,1556,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:50
48984,,,,1004,72,519,,28,34,131,62,1566,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:50
49075,,,,959,53,706,,,48,,78,1576,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:50
49172,,,,1604,48,6287,,,253,,127,1586,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:50
49265,,,,1104,72,1163,,,70,,97,1596,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:50
49356,,,,1152,28,3320,,,194,,40,1606,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:50
49446,,,,1092,44,862,,,51,,108,1616,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:51
49536,,,,834,17,762,,28,59,131,76,1626,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:51
49626,,,,530,0,597,,,49,,92,1636,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:51
49716,,,,523,0,589,,,49,,93,1646,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:51
49806,,,,515,0,580,,,48,,96,1656,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:51
49896,,,,507,0,502,,,40,,96,1666,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:51
49985,,,,1106,7,1998,,,121,,93,1676,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:52
50075,,,,1278,7,3055,,29,157,134,82,1686,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:52
50165,,,,1353,26,997,,,48,,89,1696,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:52
50255,,,,865,27,510,,,37,,72,1706,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:52
50345,,,,1820,35,4102,,,140,,122,1716,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:52
50433,,,,1154,35,843,,,47,,107,1726,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:52
50523,,,,1764,19,3511,,,128,,66,1736,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:53
50613,,,,644,0,636,,29,52,131,77,1746,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:53
50713,,,,603,0,588,,,48,,108,1756,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:53
50817,,,,607,0,504,,,42,,108,1766,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:53
50927,,,,583,0,574,,,47,,107,1776,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:53
51037,,,,600,0,595,,,49,,107,1786,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:53
51158,,,,602,0,592,,,49,,108,1796,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:54
51277,,,,594,0,504,,31,42,133,108,1806,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:54
51398,,,,587,0,563,,,47,,108,1816,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:54
51509,,,,594,0,580,,,48,,108,1826,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:54
51618,,,,596,0,579,,,48,,108,1836,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:54
51729,,,,589,0,589,,,49,,108,1846,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:54
51838,,,,1692,19,2334,,,87,,122,1856,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:55
51948,,,,1082,21,731,,32,45,131,98,1866,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:55
52059,,,,1513,29,1691,,,72,,95,1876,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:55
52169,,,,830,15,691,,,54,,36,1886,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:55
52279,,,,1157,35,1072,,,64,,109,1896,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:55
52388,,,,1131,35,729,,,42,,99,1906,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:55
52503,,,,1539,28,3408,,,143,,71,1916,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:56
52624,,,,1218,35,1305,,33,67,130,92,1926,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:56
52744,,,,1286,37,4641,,,237,,112,1936,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:56
52864,,,,659,14,559,,,46,,44,1946,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:56
52985,,,,975,41,797,,,54,,100,1956,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:56
53104,,,,1558,19,2334,,,99,,91,1966,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:56
53226,,,,1272,52,3206,,,164,,121,1976,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:57
53347,,,,1271,49,1368,,32,70,131,100,1986,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:57
53467,,,,744,24,536,,,43,,66,1996,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:57
53586,,,,636,1,728,,,60,,84,2006,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:57
53707,,,,517,0,583,,,48,,100,2016,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:57
53826,,,,1511,16,3120,,,133,,118,2026,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:57
53946,,,,2296,45,6935,,,189,,113,2036,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:58
54066,,,,1364,62,2690,,31,129,131,113,2046,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:58
54184,,,,1172,65,2023,,,115,,92,2056,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:58
54295,,,,1410,67,3393,,,159,,101,2066,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:58
54406,,,,1742,76,6472,,,238,,108,2076,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:58
54512,,,,1291,86,3556,,,178,,104,2086,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:58
54612,,,,1281,87,3688,,,188,,94,2096,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 14:59
