,accel_x,accel_y,accel_z,rpm,speed_kmph,maf,map,iat,eng_load,eng_coolant_temp,fuel_level,on_time,timestamp_ms,vehicle_id,make,model,timestamp_utc
23797,,,,1159,83,517,,,30,,29,10756,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:23
23897,,,,905,51,532,,,38,,24,10766,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:23
23997,,,,753,21,643,,,51,,26,10776,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:23
24100,,,,1378,27,1039,,,49,,37,10786,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:23
24210,,,,1273,10,2474,,,126,,25,10796,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:24
24320,,,,1174,22,987,,33,55,132,21,10806,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:24
24430,,,,1230,25,849,,,45,,31,10816,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:24
24540,,,,959,18,953,,,65,,22,10826,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:24
24650,,,,881,17,643,,,47,,17,10836,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:24
24760,,,,884,9,842,,,62,,19,10846,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:24
24870,,,,530,0,626,,,52,,48,10856,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:25
24978,,,,985,11,685,,33,46,133,27,10866,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:25
25071,,,,553,1,663,,,55,,24,10876,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:25
25161,,,,815,6,853,,,65,,48,10886,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:25
25243,,,,1296,22,3408,,,175,,25,10896,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:25
25323,,,,616,5,758,,,63,,27,10906,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:25
25403,,,,680,9,739,,,60,,22,10916,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:26
25483,,,,724,11,624,,35,51,133,20,10926,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:26
25563,,,,1379,28,851,,,40,,33,10936,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:26
25643,,,,1137,22,817,,,48,,21,10946,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:26
25723,,,,527,1,628,,,52,,40,10956,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:26
25803,,,,959,19,824,,,57,,22,10966,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:26
25889,,,,565,2,663,,,55,,2,10976,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:27
25979,,,,1181,23,1410,,37,86,132,17,10986,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:27
26076,,,,1654,31,2192,,,86,,26,10996,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:27
26176,,,,974,30,549,,,37,,22,11006,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:27
26276,,,,1271,25,963,,,50,,31,11016,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:27
26376,,,,1492,17,1351,,,58,,19,11026,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:27
26476,,,,987,11,792,,,54,,17,11036,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:28
26576,,,,1892,20,4310,,37,145,132,30,11046,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:28
26676,,,,853,17,637,,,49,,23,11056,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:28
26776,,,,623,5,830,,,69,,2,11066,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:28
26876,,,,595,0,576,,,48,,43,11076,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:28
26976,,,,590,0,593,,,50,,47,11086,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:28
27076,,,,597,0,612,,,51,,48,11096,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:29
27176,,,,591,0,606,,39,51,134,48,11106,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:29
27276,,,,620,0,640,,,53,,47,11116,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:29
27376,,,,592,0,614,,,51,,48,11126,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:29
27476,,,,841,11,838,,,65,,5,11136,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:29
27576,,,,755,3,1032,,,85,,29,11146,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:29
27676,,,,810,15,984,,,79,,46,11156,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:30
27776,,,,1348,27,874,,40,43,132,50,11166,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:30
27876,,,,1434,21,3688,,,169,,21,11176,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:30
27976,,,,1688,24,6182,,,239,,17,11186,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:30
28076,,,,1539,25,3246,,,138,,23,11196,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:30
28178,,,,576,3,734,,,62,,3,11206,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:30
28288,,,,3027,59,9426,,,195,,34,11216,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:31
28398,,,,1071,74,1197,,38,75,133,51,11226,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:31
28508,,,,1492,79,4246,,,187,,54,11236,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:31
28618,,,,1457,85,4395,,,196,,42,11246,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:31
28728,,,,1164,83,785,,,45,,36,11256,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:31
28838,,,,1302,87,4631,,,236,,41,11266,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:31
28948,,,,1221,82,4571,,,248,,32,11276,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:32
29072,,,,1662,91,6212,,35,240,132,50,11286,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:32
29202,,,,1445,95,5594,,,254,,46,11296,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:32
29341,,,,1208,85,1909,,,105,,39,11306,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:32
29481,,,,1504,79,5056,,,214,,39,11316,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:32
29621,,,,1205,81,3811,,,207,,36,11326,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:32
29761,,,,1072,77,526,,,32,,32,11336,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:33
29894,,,,1005,69,3075,,34,215,131,34,11346,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:33
30024,,,,1070,70,2189,,,135,,40,11356,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:33
30154,,,,1093,74,2409,,,146,,43,11366,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:33
30284,,,,1181,76,3587,,,200,,42,11376,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:33
30414,,,,1173,74,2778,,,151,,40,11386,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:33
30544,,,,1069,74,3688,,,233,,42,11396,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:34
30668,,,,1110,77,3226,,32,200,132,40,11406,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:34
30788,,,,1078,73,1191,,,72,,37,11416,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:34
30908,,,,954,69,758,,,52,,33,11426,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:34
31038,,,,938,53,585,,,42,,25,11436,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:34
31318,,,,533,3,707,,,59,,27,11456,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:35
31450,,,,1321,40,5169,,33,255,132,47,11466,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:35
31580,,,,1658,35,6332,,,250,,25,11476,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:35
31710,,,,1747,64,5517,,,203,,59,11486,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:35
31840,,,,935,53,743,,,52,,14,11496,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:35
31970,,,,1170,51,4611,,,255,,33,11506,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:35
32100,,,,1133,63,1072,,,63,,47,11516,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:36
32229,,,,1280,47,3945,,31,202,133,13,11526,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:36
32349,,,,640,43,685,,,56,,22,11536,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:36
32469,,,,561,6,684,,,57,,21,11546,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:36
32591,,,,591,0,653,,,54,,40,11556,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:36
32723,,,,604,0,651,,,54,,42,11566,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:36
32863,,,,602,0,662,,,55,,44,11576,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:37
32993,,,,605,0,653,,32,54,134,44,11586,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:37
33113,,,,541,0,729,,,61,,44,11596,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:37
33233,,,,509,0,659,,,56,,41,11606,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:37
33353,,,,519,0,678,,,57,,40,11616,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:37
33478,,,,530,0,696,,,58,,40,11626,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:37
33608,,,,526,0,690,,,58,,40,11636,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:38
33735,,,,515,0,681,,34,57,135,40,11646,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:38
33855,,,,516,0,690,,,58,,40,11656,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:38
33982,,,,524,0,696,,,58,,40,11666,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:38
34112,,,,523,0,689,,,58,,40,11676,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:38
34248,,,,522,0,692,,,58,,40,11686,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:38
34388,,,,517,0,681,,,58,,41,11696,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:39
34528,,,,1334,12,2695,,35,135,135,37,11706,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:39
34668,,,,1401,25,2705,,,129,,31,11716,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:39
34808,,,,,21,,,,,,11,,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:39
34946,,,,1594,15,3609,,,146,,21,11736,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:39
35087,,,,1715,17,4200,,,158,,16,11746,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:39
35227,,,,1987,22,4395,,,142,,9,11756,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:40
35377,,,,1528,47,1028,,36,43,131,52,11766,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:40
35527,,,,1042,42,822,,,52,,37,11776,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:40
35677,,,,1157,44,4102,,,236,,38,11786,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:40
35826,,,,1103,54,1004,,,61,,40,11796,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:40
35976,,,,894,37,391,,,29,,26,11806,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:40
36126,,,,1187,36,1003,,,55,,29,11816,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:41
36276,,,,1606,29,6004,,36,244,130,13,11826,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:41
36426,,,,1225,62,3437,,,181,,37,11836,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:41
36575,,,,1146,64,753,,,43,,33,11846,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:41
36725,,,,912,38,394,,,28,,2,11856,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:41
36875,,,,751,7,671,,,55,,18,11866,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:41
37030,,,,,7,,,,141,,22,11876,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:42
37186,,,,750,14,595,,35,48,131,14,11886,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:42
37337,,,,604,3,635,,,53,,34,11896,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:42
37486,,,,511,0,499,,,42,,39,11906,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:42
37637,,,,516,0,506,,,42,,42,11916,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:42
37787,,,,1270,6,1670,,,87,,41,11926,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:42
37937,,,,1295,26,826,,,42,,18,11936,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:43
38087,,,,555,5,674,,36,61,133,26,11946,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:43
38236,,,,865,9,656,,,50,,14,11956,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:43
38386,,,,531,0,523,,,44,,37,11966,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:43
38536,,,,769,3,2132,,,171,,46,11976,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:43
38695,,,,1811,19,4155,,,148,,21,11986,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:43
38856,,,,1207,36,1104,,,60,,40,11996,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:44
39016,,,,1180,42,2563,,36,145,131,37,12006,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:44
39176,,,,870,25,640,,,48,,21,12016,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:44
39335,,,,917,18,693,,,50,,38,12026,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:44
39495,,,,524,0,519,,,43,,30,12036,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:44
39656,,,,513,0,514,,,43,,43,12046,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:44
39816,,,,523,0,521,,,44,,41,12056,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:45
39975,,,,523,0,524,,37,44,133,41,12066,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:45
40136,,,,523,0,526,,,44,,39,12076,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:45
40295,,,,526,0,523,,,44,,41,12086,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:45
40456,,,,526,0,524,,,43,,41,12096,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:45
40610,,,,650,4,635,,,53,,41,12106,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:45
40762,,,,1447,38,3811,,,149,,39,12116,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:46
40923,,,,1123,32,1367,,38,81,130,27,12126,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:46
41081,,,,1506,40,5383,,,232,,14,12136,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:46
41231,,,,1040,57,711,,,45,,46,12146,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:46
41380,,,,918,38,384,,,28,,21,12156,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:46
41525,,,,1899,49,6717,,,228,,29,12166,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:46
41666,,,,1291,70,3496,,,183,,54,12176,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:47
41806,,,,1152,74,1934,,34,110,130,40,12186,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:47
41945,,,,1243,74,3556,,,188,,36,12196,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:47
42091,,,,986,70,415,,,27,,33,12206,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:47
42236,,,,1460,63,1518,,,68,,37,12216,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:47
42381,,,,1030,43,414,,,26,,6,12226,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:47
42531,,,,1229,60,1495,,,80,,13,12236,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:48
42682,,,,1194,63,3393,,33,185,130,33,12246,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:48
42831,,,,1304,71,3811,,,194,,42,12256,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:48
42982,,,,1629,76,5783,,,232,,33,12266,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:48
43132,,,,1078,71,2066,,,125,,38,12276,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:48
43281,,,,971,70,856,,,58,,34,12286,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:48
43439,,,,927,67,553,,,39,,20,12296,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:49
43598,,,,871,38,671,,33,51,132,22,12306,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:49
43759,,,,1289,11,1605,,,76,,17,12316,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:49
43918,,,,1339,15,1044,,,51,,22,12326,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:49
44078,,,,481,0,667,,,55,,20,12336,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:49
44238,,,,0,0,0,,,0,,41,12338,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:49
